word,negative,positive
gripes,3.0,2.0
snippet,2.0,2.0
auteuil,2.0,4.0
doubly,4.0,4.0
menges,1.0,0.0
pedophilia,4.0,1.0
tweedle,1.0,0.0
dum,2.0,2.0
mudler,2.0,0.0
scully,6.0,4.0
serisouly,1.0,0.0
carroll,3.0,5.0
conformed,1.0,0.0
zappa,4.0,1.0
banging,11.0,2.0
drums,6.0,8.0
freakiest,1.0,1.0
pablito,2.0,0.0
n',5.0,3.0
carell,6.0,37.0
anchorman,9.0,10.0
wiggle,1.0,0.0
horrifyingly,5.0,0.0
widower,7.0,14.0
nationally,1.0,1.0
column,6.0,8.0
prepares,4.0,6.0
pleasantville,1.0,2.0
beaver,8.0,4.0
competitions,1.0,2.0
behave,31.0,14.0
rehabilitated,1.0,0.0
concessions,2.0,1.0
beards,3.0,0.0
monotonic,2.0,0.0
lilt,1.0,0.0
campfire,11.0,1.0
che's,16.0,17.0
skulking,2.0,1.0
woodland,3.0,5.0
generating,7.0,2.0
hardships,5.0,12.0
guerrilla,5.0,8.0
warfare,6.0,9.0
'humor',2.0,0.0
adolescent,18.0,15.0
begley,5.0,0.0
blocked,6.0,1.0
subconsciously,3.0,1.0
mourned,2.0,2.0
nay,6.0,3.0
healing,5.0,17.0
regression,2.0,1.0
hypnosis,2.0,2.0
wendy,24.0,13.0
yen,2.0,1.0
striving,7.0,5.0
buddhist,3.0,8.0
shen,13.0,1.0
dcom,2.0,0.0
declined,3.0,3.0
sasquatch,15.0,3.0
amused,22.0,16.0
favourably,1.0,5.0
docks,2.0,4.0
unearthing,1.0,1.0
crims,1.0,0.0
pamphlets,1.0,0.0
captive,9.0,9.0
policemen,12.0,9.0
patrolling,3.0,1.0
bathrooms,1.0,0.0
decker,1.0,0.0
detention,9.0,5.0
fouled,2.0,0.0
gals,4.0,7.0
rediscoveries,1.0,0.0
preventing,8.0,6.0
gunfire,8.0,6.0
godfrey,1.0,3.0
trans,2.0,5.0
addicts,4.0,3.0
persuade,6.0,9.0
wilting,1.0,0.0
pricked,1.0,1.0
spits,6.0,5.0
writhing,5.0,1.0
larva,1.0,0.0
resuscitate,1.0,0.0
paddles,1.0,0.0
entomologist,1.0,0.0
specimen,1.0,0.0
weaver's,3.0,0.0
france's,1.0,5.0
unresolved,5.0,5.0
colonial,5.0,15.0
francophone,1.0,0.0
befuddled,3.0,3.0
psychoanalytical,4.0,0.0
symbolically,1.0,5.0
portrait,18.0,54.0
nation's,3.0,6.0
'other',2.0,3.0
'owned',1.0,0.0
moulded,2.0,1.0
reflected,6.0,17.0
centres,2.0,8.0
transit,2.0,0.0
realities,8.0,23.0
actualities,1.0,0.0
totemic,1.0,0.0
plight,15.0,20.0
imbued,2.0,6.0
rag,4.0,4.0
africans,5.0,6.0
offencive,4.0,1.0
impressionistic,2.0,2.0
portraits,2.0,8.0
peoples,13.0,29.0
moribund,1.0,0.0
blythe,1.0,2.0
cameroon,1.0,8.0
denying,8.0,14.0
farnsworth,7.0,13.0
sector,3.0,0.0
shred,18.0,6.0
ammonia,1.0,0.0
iowa,10.0,9.0
stylistic,9.0,12.0
meth,6.0,1.0
wigged,1.0,0.0
afore,6.0,3.0
discriminating,3.0,0.0
weiss's,1.0,0.0
probation,2.0,10.0
tantalizes,1.0,0.0
pap,8.0,3.0
scorn,2.0,0.0
berate,5.0,3.0
energetic,4.0,23.0
blessedly,1.0,0.0
idiosyncratic,3.0,7.0
duhllywood,1.0,0.0
segues,2.0,7.0
dui,1.0,0.0
recounting,2.0,3.0
irrationality,1.0,1.0
doodo,1.0,0.0
demanded,8.0,5.0
justify,25.0,14.0
reacquainted,1.0,0.0
revolting,17.0,1.0
narcisstic,1.0,1.0
preeners,1.0,0.0
reinforces,6.0,3.0
jerky,13.0,6.0
jerkiest,1.0,0.0
pushovers,1.0,0.0
virginity,12.0,9.0
throwaway,11.0,9.0
scumbag,2.0,2.0
lushly,1.0,2.0
permissive,2.0,0.0
masquerades,1.0,0.0
condemns,2.0,1.0
rapaport,1.0,5.0
pleading,3.0,2.0
defiant,1.0,7.0
condemnation,3.0,1.0
fraternity,8.0,0.0
preppie,1.0,4.0
rapist,27.0,9.0
lesbianism,9.0,3.0
busta,2.0,1.0
rhymes,8.0,3.0
cube,46.0,35.0
dominating,1.0,7.0
conveying,8.0,14.0
silverstone's,1.0,1.0
keanu,14.0,9.0
equals,6.0,11.0
possesing,1.0,0.0
wendy's,7.0,2.0
monks,14.0,9.0
sumamrize,1.0,0.0
irwin's,2.0,0.0
larrikin,1.0,0.0
gregarious,1.0,0.0
irwin,7.0,3.0
dangerman,1.0,0.0
diaries,4.0,5.0
croc,20.0,3.0
files,15.0,26.0
trend,23.0,16.0
strife,4.0,5.0
'c',1.0,0.0
mashed,3.0,0.0
relocate,1.0,3.0
magda,1.0,2.0
szubanski,1.0,0.0
terri,8.0,2.0
lachy,1.0,0.0
hulme,1.0,0.0
ransom,13.0,8.0
satellite,7.0,9.0
wackiness,2.0,3.0
magnetism,4.0,4.0
propels,2.0,2.0
businessman,9.0,37.0
conservationist,1.0,0.0
klown,1.0,0.0
stainton,1.0,1.0
liege,1.0,0.0
helmer,1.0,9.0
swagger,1.0,3.0
jester,3.0,3.0
fiercest,1.0,1.0
incongruous,8.0,0.0
mics,1.0,0.0
unfairly,5.0,9.0
gadding,1.0,0.0
buttock,1.0,0.0
hugging,7.0,5.0
madman's,1.0,2.0
koo,4.0,9.0
september,10.0,33.0
casts,11.0,25.0
malarkey,3.0,0.0
incarnations,3.0,3.0
burrows,3.0,13.0
outsize,1.0,0.0
footprints,1.0,0.0
diversion,8.0,8.0
baked,8.0,9.0
interacting,7.0,11.0
poffysmoviemania,2.0,0.0
angelina,14.0,10.0
jolie,13.0,9.0
hotter,4.0,4.0
darian,2.0,1.0
seduction,9.0,12.0
rutger,4.0,0.0
hauer,3.0,0.0
dutton,4.0,0.0
mcnamara,7.0,0.0
mcginley,2.0,0.0
actionscenes,1.0,0.0
botching,1.0,0.0
zoom,11.0,8.0
campaigns,2.0,4.0
kiddies,5.0,6.0
kool,3.0,1.0
drinkers,1.0,0.0
remark,13.0,13.0
pavarotti,12.0,7.0
wally,4.0,6.0
louvre,2.0,2.0
debuted,5.0,6.0
headlines,4.0,6.0
giorgio,2.0,6.0
overstating,1.0,0.0
deficit,2.0,0.0
girth,2.0,0.0
brunt,2.0,1.0
forgiving,8.0,3.0
patiently,4.0,6.0
admits,8.0,14.0
pavarotti's,3.0,1.0
transcendent,3.0,2.0
forum,8.0,13.0
regretted,4.0,1.0
jaw,18.0,24.0
exotics,1.0,0.0
elite,17.0,19.0
foretell,1.0,0.0
gran,2.0,1.0
turismo,1.0,0.0
hd,3.0,5.0
satiate,1.0,2.0
thirst,8.0,5.0
aftertaste,7.0,1.0
mardi,3.0,8.0
gras,3.0,8.0
claustrophobic,15.0,14.0
monochrome,2.0,6.0
oddness,1.0,1.0
noirs,3.0,10.0
shortened,6.0,7.0
trashed,7.0,7.0
remembering,14.0,15.0
robinson,9.0,25.0
eggar,7.0,0.0
electricity,13.0,5.0
neff,8.0,0.0
dietrichson,6.0,0.0
keyes,7.0,0.0
webber,5.0,0.0
telephones,2.0,0.0
dictating,2.0,2.0
wheel,11.0,13.0
sigh,10.0,7.0
ppl,3.0,4.0
dishes,6.0,6.0
constitution,3.0,6.0
trampled,4.0,4.0
underfoot,1.0,1.0
geneva,4.0,6.0
sovereignty,1.0,0.0
unapologetically,1.0,3.0
discarded,6.0,7.0
exceeds,4.0,7.0
countering,1.0,0.0
zwick's,1.0,0.0
nada,9.0,0.0
infantile,11.0,2.0
'political',1.0,0.0
pret,2.0,0.0
imprints,1.0,0.0
fabio,1.0,3.0
testi,2.0,0.0
auditioning,10.0,6.0
magazine's,2.0,1.0
'spy,1.0,0.0
spy',1.0,1.0
michel,4.0,9.0
duchaussoy,3.0,0.0
sociology,1.0,2.0
mariangela,1.0,0.0
melato,2.0,0.0
authorities,10.0,27.0
unconvincingly,7.0,0.0
cf,2.0,1.0
masses,22.0,20.0
recast,1.0,1.0
varney,1.0,1.0
chabrol,2.0,3.0
approximation,1.0,1.0
que,4.0,7.0
bete,3.0,3.0
muere,1.0,0.0
pervy,2.0,1.0
valentina,2.0,1.0
cervi,1.0,2.0
olivia,20.0,9.0
tassi,4.0,1.0
artemisia,11.0,4.0
accusation,2.0,4.0
blasts,4.0,4.0
assaulted,3.0,3.0
assaulter,1.0,0.0
disservice,6.0,7.0
inverting,1.0,0.0
spicing,1.0,0.0
frencified,1.0,0.0
oversexed,4.0,1.0
organs,7.0,5.0
disturbs,3.0,3.0
judith,5.0,7.0
beheading,5.0,1.0
holfernes,1.0,0.0
florentine,1.0,0.0
sacrificed,10.0,7.0
brunette,9.0,10.0
boned,5.0,0.0
minny,1.0,0.0
rufus,6.0,4.0
sewell,2.0,4.0
bosoms,1.0,0.0
encrusted,1.0,0.0
goblets,1.0,0.0
appetit,2.0,0.0
hears,21.0,17.0
roadie,6.0,2.0
gram,10.0,0.0
parsons',6.0,0.0
cremated,3.0,0.0
joshuatree,1.0,0.0
girlfirend,1.0,0.0
orphan,2.0,16.0
parsons,16.0,9.0
applegate's,1.0,0.0
doubling,2.0,2.0
hills,42.0,24.0
harpy,5.0,0.0
reversed,7.0,7.0
whisk,1.0,0.0
inheritance,4.0,11.0
chorus,14.0,25.0
hippest,1.0,0.0
starsailor,1.0,0.0
irresistable,1.0,0.0
parson's,1.0,0.0
factoids,2.0,0.0
vouched,1.0,0.0
tripped,2.0,2.0
roadie's,1.0,0.0
paychecks,5.0,2.0
embarassingly,1.0,0.0
trembling,1.0,0.0
impassioned,3.0,5.0
fanbase,2.0,2.0
mojo,3.0,0.0
brits,12.0,10.0
sentimentality,12.0,23.0
stoned,16.0,3.0
slopes,1.0,1.0
griswalds,1.0,0.0
ramis',1.0,0.0
misadventure,1.0,1.0
misfit,3.0,5.0
heckerling,1.0,0.0
helms,5.0,4.0
disastrous,20.0,15.0
klane,1.0,0.0
imogene,2.0,0.0
coca,5.0,1.0
palin,2.0,0.0
lift,15.0,6.0
december,6.0,16.0
nichols,2.0,4.0
unfocused,8.0,4.0
'boy,3.0,0.0
boy',2.0,1.0
theres,2.0,3.0
emulsion,1.0,0.0
dewaere,2.0,3.0
trivialized,2.0,0.0
waltzers,1.0,0.0
flaunting,2.0,0.0
irredeemable,1.0,0.0
blier's,1.0,0.0
liberty,6.0,7.0
licentious,1.0,0.0
patric,1.0,8.0
prancing,7.0,2.0
bewilderingly,3.0,0.0
chaps,2.0,0.0
draining,6.0,5.0
eking,1.0,1.0
debra,6.0,18.0
rupp,1.0,5.0
s',7.0,3.0
sitcoms,12.0,15.0
overdrive,4.0,1.0
subjects,19.0,28.0
selected,13.0,21.0
researchers,3.0,0.0
supervised,1.0,0.0
senator,3.0,10.0
senator's,1.0,0.0
zooms,8.0,7.0
project',2.0,0.0
overpowered,1.0,2.0
kablooey,2.0,0.0
trove,2.0,2.0
dial,13.0,2.0
teletype,1.0,0.0
alternate,18.0,22.0
warp,5.0,2.0
suggested,14.0,28.0
krisner's,1.0,0.0
'group,1.0,0.0
applies,7.0,8.0
general's,3.0,4.0
poolside,1.0,0.0
mcraney,1.0,0.0
uncharacteristic,3.0,1.0
cryptic,5.0,1.0
reverend,3.0,8.0
shrews,2.0,0.0
envy,12.0,5.0
levinson,7.0,1.0
weisz,11.0,0.0
stiller's,7.0,1.0
walken's,3.0,3.0
duplex,3.0,0.0
fidelity,6.0,5.0
ooops,3.0,0.0
drove,18.0,15.0
criticisms,12.0,15.0
brink,7.0,10.0
cried,11.0,38.0
xander,1.0,1.0
berkley,6.0,4.0
commited,1.0,0.0
jcvd's,1.0,0.0
levers,1.0,0.0
playschool,1.0,1.0
turtles,5.0,1.0
story',2.0,15.0
stripclub,1.0,0.0
uni,1.0,4.0
sols,1.0,0.0
t',1.0,0.0
simpleminded,2.0,0.0
wreaks,2.0,1.0
frigging,1.0,0.0
highways,1.0,0.0
troubles,10.0,22.0
manipulator,3.0,3.0
puzzled,11.0,12.0
corns,1.0,2.0
undisturbed,1.0,1.0
kansas,8.0,29.0
nutty,6.0,9.0
funfare,1.0,0.0
dolittle,2.0,3.0
plotless,2.0,1.0
overpaid,1.0,2.0
celebs,3.0,2.0
bankruptcy,6.0,3.0
murphy's,5.0,6.0
careful,21.0,25.0
impersonate,5.0,4.0
looped,4.0,1.0
outdoes,1.0,4.0
unwatched,2.0,1.0
premiere,19.0,26.0
induce,5.0,3.0
cucumber,1.0,1.0
ramadan,2.0,0.0
ohhhhh,3.0,0.0
emmy,5.0,8.0
embody,2.0,3.0
breathe,8.0,12.0
inseparable,2.0,4.0
identifiable,1.0,6.0
commenter,7.0,6.0
helium,1.0,1.0
potentials,2.0,0.0
dodo,1.0,2.0
actra,1.0,0.0
ceeb,1.0,0.0
duke',1.0,0.0
journals,1.0,6.0
aristocrat,4.0,9.0
unfolded,1.0,9.0
persecuted,2.0,4.0
unenlightening,1.0,0.0
arghhh,1.0,0.0
amusingly,6.0,8.0
frighten,4.0,2.0
mundaneness,1.0,0.0
greenthumb,1.0,0.0
penniless,2.0,2.0
ganja,1.0,0.0
toke,1.0,0.0
ryan's,3.0,4.0
whimsy,3.0,4.0
antiques,2.0,1.0
unpredictable,8.0,30.0
deux,4.0,2.0
official,18.0,37.0
assessments,1.0,1.0
downloaded,3.0,1.0
ulli,5.0,0.0
lommel,13.0,0.0
festivals,12.0,16.0
dept,1.0,2.0
portuguese,2.0,14.0
superficial,29.0,25.0
parabens,1.0,0.0
magnification,1.0,1.0
cloys,1.0,0.0
hart's,1.0,1.0
newman,10.0,23.0
casing,4.0,0.0
batpeople,1.0,0.0
batperson,1.0,0.0
honeymoon,5.0,14.0
complain,18.0,40.0
dinosaurs,39.0,16.0
creeps,8.0,5.0
restraining,4.0,0.0
codependence,1.0,0.0
chronically,1.0,2.0
deepens,1.0,4.0
distinctly,9.0,11.0
cusacks,1.0,1.0
grosse,5.0,2.0
blanc,2.0,4.0
films',4.0,3.0
flattery,3.0,1.0
spartans,2.0,1.0
stamina,1.0,1.0
adventuresome,2.0,1.0
atypical,4.0,5.0
approximate,1.0,0.0
belushi's,1.0,1.0
extremes,5.0,9.0
yech,1.0,0.0
barf,5.0,1.0
improbably,4.0,2.0
genitalia,5.0,1.0
allusions,6.0,4.0
freudian,7.0,6.0
congruity,1.0,0.0
hallucination,6.0,10.0
stupendous,3.0,6.0
unvarnished,1.0,0.0
stroked,1.0,1.0
eighth,4.0,14.0
surpassed,6.0,7.0
'buzz',1.0,0.0
existant,4.0,1.0
reccomend,1.0,3.0
stalwart,7.0,8.0
councellor,1.0,0.0
warpath,1.0,0.0
slaying,4.0,1.0
pleadings,1.0,0.0
clawed,3.0,0.0
glove,8.0,11.0
drilled,4.0,2.0
leeches,4.0,1.0
hartmen's,1.0,0.0
occurs,20.0,32.0
satisfy,13.0,23.0
chocked,2.0,0.0
neigh,1.0,0.0
goethe,1.0,0.0
aspires,4.0,3.0
maman,5.0,2.0
putain,3.0,2.0
dissuaded,1.0,0.0
fulsome,3.0,0.0
cowardice,2.0,3.0
universally,14.0,10.0
pessimistic,4.0,8.0
petty,18.0,28.0
treachery,1.0,0.0
excused,8.0,4.0
alexandre,8.0,13.0
alexandre's,1.0,0.0
aud,2.0,1.0
homme,1.0,0.0
comme,3.0,0.0
reproducing,1.0,1.0
accepted,38.0,37.0
milieu,8.0,5.0
eustache,1.0,1.0
superficiality,3.0,1.0
triviality,1.0,0.0
sardonic,2.0,10.0
granting,2.0,1.0
veronika,4.0,5.0
professing,1.0,3.0
maudlin,3.0,3.0
barging,2.0,0.0
inconsistency,6.0,0.0
tantamount,2.0,2.0
heartless,6.0,13.0
legitimacy,6.0,1.0
unflinching,1.0,8.0
flinching,1.0,0.0
opted,6.0,2.0
filmically,1.0,0.0
observe,13.0,10.0
beings',1.0,0.0
capabilities,9.0,4.0
arrant,1.0,0.0
fallibility,2.0,1.0
authorial,1.0,1.0
insist,17.0,11.0
parisian,2.0,12.0
renoir,3.0,10.0
argued,5.0,9.0
evp,7.0,0.0
reasoned,2.0,0.0
proxy,1.0,2.0
fan's,1.0,3.0
esoteric,5.0,6.0
sloppiness,6.0,0.0
brew,3.0,3.0
hesitation,8.0,11.0
fleeting,7.0,9.0
stm,2.0,0.0
intermixed,1.0,1.0
airtight,1.0,0.0
thau,1.0,0.0
hasty,2.0,5.0
lois,28.0,10.0
horned,3.0,1.0
cooper's,1.0,2.0
cooper,30.0,50.0
designation,2.0,0.0
xk,2.0,0.0
indicative,8.0,5.0
shoddiness,5.0,0.0
easier,32.0,41.0
digest,6.0,3.0
warner's,5.0,5.0
magnet,4.0,3.0
deficiencies,2.0,4.0
footnote,3.0,1.0
vez,9.0,1.0
coup,12.0,32.0
venezuela,3.0,18.0
hugo,4.0,19.0
biased,23.0,18.0
saint,17.0,23.0
corporations,5.0,8.0
lists,12.0,7.0
unintended,6.0,0.0
falsifications,1.0,0.0
document,4.0,15.0
registration,1.0,2.0
findings,2.0,3.0
counterweight,1.0,1.0
bartley,1.0,2.0
donnacha,1.0,2.0
o'brian,1.0,4.0
knowingly,4.0,2.0
superficially,5.0,3.0
cultists,7.0,1.0
raid,13.0,9.0
paroled,1.0,0.0
logging,1.0,1.0
hooting,1.0,2.0
patched,7.0,0.0
whip,9.0,17.0
taping,4.0,2.0
bottles,3.0,1.0
blessing,7.0,10.0
crystals,2.0,2.0
dc,8.0,8.0
meditated,1.0,0.0
rigorous,1.0,1.0
cheerios,2.0,0.0
hooey,1.0,0.0
pucky,1.0,0.0
funded,7.0,2.0
ulterior,3.0,4.0
utah,9.0,4.0
subverting,2.0,0.0
labs,2.0,2.0
cocking,1.0,0.0
handgun,3.0,2.0
chuk,1.0,0.0
chich,1.0,0.0
signifying,3.0,1.0
chambered,1.0,0.0
pyrotechnics,3.0,3.0
'market,1.0,0.0
segment',1.0,0.0
cranking,1.0,1.0
postal,9.0,0.0
seed,49.0,9.0
exhibit,13.0,11.0
uniquely,2.0,13.0
notices,7.0,16.0
colossally,1.0,0.0
jab,4.0,4.0
iconic,9.0,32.0
zombie's,3.0,2.0
reboot,1.0,3.0
hulking,5.0,4.0
slain,4.0,1.0
frying,2.0,5.0
nondescript,3.0,0.0
seed's,3.0,0.0
penalty,5.0,18.0
pare,1.0,0.0
listless,8.0,1.0
remar's,1.0,0.0
dexter,6.0,0.0
thumbing,1.0,3.0
clippings,1.0,0.0
decomposing,3.0,2.0
lair,3.0,6.0
hideout,6.0,5.0
unexciting,9.0,1.0
bobs,1.0,3.0
weaves,1.0,15.0
distended,1.0,0.0
joke's,2.0,0.0
album,13.0,29.0
prolific,4.0,12.0
wagon's,1.0,0.0
farley,2.0,3.0
dangerfield's,2.0,0.0
amazes,7.0,4.0
knit,5.0,5.0
billionaire,1.0,1.0
rockwood,2.0,0.0
rockwood's,1.0,0.0
convenience,6.0,3.0
consumer,3.0,4.0
goods,8.0,16.0
sputters,2.0,0.0
stalls,3.0,1.0
kirstie,3.0,0.0
gilbert,6.0,14.0
gottfried,2.0,1.0
yeardley,1.0,2.0
heiress,4.0,10.0
alley's,1.0,0.0
torments,6.0,1.0
quaid's,3.0,1.0
scissors,3.0,4.0
timeless,3.0,49.0
precisely,16.0,27.0
batch,5.0,0.0
godson,1.0,0.0
amateurs,11.0,3.0
bronx,6.0,5.0
chiba's,2.0,0.0
americanized,4.0,2.0
streetfighter,1.0,0.0
zodiac's,2.0,0.0
dusseldorf,1.0,0.0
haarman,5.0,0.0
fritz's,1.0,0.0
jumbled,6.0,2.0
t's,3.0,1.0
typed,8.0,1.0
quickest,1.0,2.0
dsm,4.0,0.0
cured,6.0,6.0
diagnosed,3.0,3.0
recovered,9.0,5.0
disorders,4.0,9.0
haha,10.0,8.0
inexperienced,10.0,7.0
rational,13.0,9.0
gassed,1.0,0.0
emasculate,1.0,0.0
empower,1.0,2.0
impose,5.0,1.0
yielded,1.0,0.0
driver's,2.0,3.0
plead,3.0,2.0
victory,12.0,28.0
forgoes,2.0,0.0
mothers,13.0,18.0
fathers,9.0,26.0
preference,4.0,6.0
exclaims,2.0,2.0
exasperated,3.0,1.0
aristide,1.0,1.0
massacessi,2.0,0.0
d'amato,6.0,0.0
franco's,2.0,1.0
hunchback,4.0,2.0
dashing,7.0,19.0
ewa,2.0,0.0
aulin,1.0,0.0
'death,2.0,4.0
egg',1.0,0.0
ravensbr,2.0,0.0
recuperate,4.0,0.0
tended,10.0,12.0
klaus,7.0,2.0
kinski,21.0,2.0
comely,5.0,2.0
lass,1.0,1.0
nookie,2.0,1.0
lovin',3.0,2.0
'we've,1.0,1.0
hunchbacks,1.0,0.0
incest,18.0,11.0
nudity',1.0,0.0
allan,5.0,9.0
cat',1.0,4.0
sleazier,1.0,0.0
nekkidness,1.0,0.0
priests,10.0,7.0
dominic,10.0,15.0
francesco,1.0,0.0
carnelutti,1.0,0.0
bernier,1.0,0.0
contacted,1.0,4.0
driscoll,1.0,3.0
ask's,2.0,0.0
dominic's,1.0,1.0
mara,3.0,1.0
willims,1.0,0.0
shannyn,1.0,0.0
sossamon,1.0,0.0
garrett,2.0,5.0
mentor's,2.0,0.0
'sin,1.0,1.0
eater',1.0,0.0
peacefully,3.0,0.0
eater,9.0,2.0
bian,1.0,2.0
helgeland,2.0,1.0
prophecy's,1.0,0.0
ranking,7.0,8.0
clergymen,1.0,0.0
grayish,1.0,0.0
'trivia',2.0,1.0
irritates,5.0,3.0
meadowvale,2.0,0.0
gale,13.0,3.0
blakely,1.0,1.0
founder,5.0,2.0
'psychological,1.0,0.0
institute',1.0,0.0
host's,1.0,0.0
'independent,2.0,0.0
thinkers',2.0,0.0
cord,7.0,4.0
thingy,3.0,1.0
troublesome,5.0,5.0
majelewski,2.0,0.0
bresnahan,1.0,0.0
sodium,1.0,0.0
behavioural,1.0,1.0
hooks,4.0,8.0
brain's,1.0,3.0
cyndy,1.0,0.0
blake's,2.0,4.0
verna,1.0,2.0
buza,1.0,0.0
booker,3.0,15.0
withstanding,3.0,1.0
domination,7.0,8.0
realises,12.0,15.0
pearson,2.0,1.0
washing,8.0,7.0
explores,4.0,34.0
misbehaviour,1.0,0.0
gale's,1.0,1.0
vivian,7.0,14.0
christine,10.0,24.0
kossak,2.0,0.0
kossack,1.0,0.0
'zombie,6.0,0.0
pestilence,3.0,1.0
disembowelments,1.0,0.0
dismemberments,1.0,0.0
frenzies,1.0,0.0
unratedx,1.0,0.0
wheeled,3.0,0.0
horde,6.0,1.0
reallllllllly,1.0,0.0
andre,7.0,33.0
toth,1.0,1.0
slippery,3.0,4.0
alliances,2.0,5.0
asserted,3.0,1.0
chipe,1.0,0.0
conflicting,4.0,6.0
reworking,6.0,5.0
sprawling,1.0,11.0
interplay,3.0,14.0
outskirts,3.0,1.0
hayden,12.0,5.0
capped,3.0,2.0
dehner,1.0,1.0
millican,1.0,0.0
untimely,6.0,6.0
importance,24.0,46.0
shagged,4.0,1.0
boasting,5.0,2.0
davitz,2.0,2.0
grisham,7.0,6.0
nuthouse,1.0,0.0
daryl,6.0,2.0
famke,1.0,1.0
janssen,1.0,0.0
berenger,5.0,11.0
foolishly,6.0,5.0
refunded,2.0,0.0
patsy,1.0,6.0
bonzos,1.0,0.0
dagwood,1.0,0.0
austere,4.0,10.0
masonite,1.0,0.0
hepo,1.0,0.0
uniform,11.0,13.0
of'em,1.0,0.0
fences,4.0,1.0
barbed,3.0,5.0
facilities,5.0,3.0
eyewitnesses,2.0,1.0
timely,3.0,10.0
launching,2.0,5.0
italians',1.0,0.0
consistency,12.0,6.0
romanticism,3.0,5.0
o'donnell,1.0,2.0
loosing,5.0,9.0
netherlands,4.0,5.0
crossed,21.0,8.0
lorna,9.0,0.0
doone,5.0,0.0
horatio,1.0,3.0
hornblower,2.0,1.0
miniseries,10.0,16.0
forsyte,2.0,0.0
avenges,1.0,2.0
disappointingly,5.0,2.0
conventionally,2.0,4.0
fetus,5.0,1.0
asia,17.0,14.0
t'aime,6.0,13.0
woven,4.0,15.0
formal,5.0,11.0
somber,3.0,9.0
wrists,7.0,0.0
crotchety,1.0,3.0
fedora,2.0,1.0
unhappy,18.0,25.0
irreversible,4.0,2.0
conveys,6.0,28.0
bartender,7.0,14.0
rosarios,11.0,0.0
underlines,6.0,2.0
seiing,1.0,0.0
pinch,3.0,3.0
beforehand,13.0,6.0
submits,1.0,1.0
undresses,2.0,2.0
blindfolded,4.0,3.0
cope,8.0,25.0
talia,2.0,8.0
dresler,2.0,0.0
prune,2.0,1.0
juice,16.0,9.0
exits,4.0,2.0
polly,18.0,9.0
moran,10.0,3.0
dressler's,6.0,0.0
shrewish,1.0,1.0
oblivion,14.0,2.0
dressler,11.0,3.0
triumphs,3.0,11.0
mechanism,3.0,7.0
bonds,6.0,14.0
stocks,3.0,2.0
monetary,2.0,5.0
abounds,2.0,1.0
betacam,1.0,0.0
duchovny,3.0,14.0
tentatives,1.0,0.0
'playing,1.0,0.0
god',3.0,0.0
collector',1.0,0.0
'girl,1.0,0.0
interrupted',1.0,0.0
corner,32.0,50.0
moralistic,7.0,4.0
multiply,5.0,3.0
bogart,7.0,19.0
astor,2.0,10.0
ricardo,1.0,11.0
brylcreem,1.0,0.0
una,3.0,5.0
merkel,1.0,1.0
cairo,9.0,1.0
gutman,1.0,0.0
tics,5.0,5.0
atmospherics,1.0,3.0
successors,3.0,1.0
greenstreet,6.0,0.0
humphrey,4.0,13.0
transcended,2.0,2.0
seediness,3.0,1.0
spade,4.0,12.0
ruth,7.0,46.0
wonderley,1.0,0.0
goriest,1.0,2.0
dirtier,3.0,1.0
dough,8.0,3.0
downfalls,1.0,1.0
shaquille,6.0,0.0
suckered,5.0,1.0
dishing,2.0,2.0
proverb,1.0,2.0
coined,1.0,1.0
artwork,11.0,21.0
arcane,6.0,2.0
spoke,25.0,16.0
unconditional,5.0,2.0
bombard,2.0,0.0
unmotivated,7.0,3.0
youthful,7.0,22.0
graduated,7.0,4.0
irresponsible,8.0,4.0
schumacher,4.0,6.0
touchstones,1.0,0.0
comers,3.0,5.0
endearment,1.0,1.0
paltry,7.0,2.0
blaze,3.0,4.0
sketches,12.0,15.0
minimizing,1.0,0.0
bugged,2.0,1.0
accepting,13.0,14.0
mjh,3.0,2.0
prosecuting,2.0,2.0
harming,2.0,0.0
dealer,12.0,15.0
culpable,1.0,1.0
mjh's,1.0,0.0
applications,1.0,0.0
rammed,5.0,4.0
choked,3.0,4.0
gouged,2.0,0.0
honey,13.0,3.0
ordered,18.0,27.0
foreshadowing,8.0,1.0
belongings,2.0,4.0
whoosh,1.0,1.0
crackle,1.0,2.0
mmmm,3.0,1.0
vicodin,2.0,0.0
handwriting,4.0,1.0
basket's,3.0,0.0
hahaha,8.0,1.0
willow's,1.0,0.0
ahhh,3.0,1.0
crone,2.0,1.0
tavern,8.0,6.0
wench,9.0,0.0
sensually,4.0,0.0
formerly,8.0,6.0
scullery,2.0,0.0
honey's,1.0,0.0
greensward,1.0,0.0
willow,4.0,1.0
rowen,1.0,0.0
yawns,2.0,0.0
beehive,1.0,3.0
nods,4.0,8.0
widens,1.0,0.0
mwah,2.0,0.0
jacked,5.0,0.0
schoolroom,2.0,0.0
unappealling,1.0,0.0
twins,28.0,17.0
unison,2.0,0.0
beehives,1.0,0.0
hallo,2.0,0.0
ow,7.0,0.0
bee's,2.0,0.0
summersisle,4.0,0.0
moonstruck,1.0,11.0
licks,3.0,1.0
drone,9.0,4.0
barreling,1.0,0.0
aaaaah,1.0,0.0
goddammit,4.0,0.0
thorazine,1.0,0.0
supercilious,3.0,1.0
weightwatchers,1.0,0.0
beech,2.0,1.0
roast,6.0,0.0
straw,10.0,10.0
case's,1.0,0.0
